source_row,altered_gravity,astronaut_selection,bisphosphonates,bone_fracture_risk,bone_remodeling,co2_risk,crew_health_and_performance_system,distance_from_earth,food_and_nutrition_risk,hostile_closed_environment,hsia_risk,humidity,hydration,individual_factors,k_plus_citrate,medical_prevention_capability,medical_treatment_capability,microbiome,microhost_risk,mineralized_renal_material,nutrients,pharm_risk,resistive_exercise,thiazides,urine_chemistry,urine_concentration,vehicle_design,water_intake
1942,-0.026008740067481995,-0.27170897275209427,-0.10203982889652252,-0.04734224081039429,-0.2951725348830223,0.14111176133155823,-0.03163503110408783,-0.0014868900179862976,0.020657069981098175,0.06744225323200226,0.020799994468688965,-0.031387075781822205,-0.16638416796922684,-0.3843225985765457,0.06296300888061523,0.1311638504266739,0.01433292031288147,-0.07982134819030762,-0.02529618889093399,0.17729544639587402,-0.07476288825273514,0.0088835209608078,0.06532744318246841,0.06275692582130432,-0.16018009185791016,0.11867383867502213,-0.008083276450634003,-0.04187576472759247
4911,-0.03562619537115097,-0.279803991317749,0.0601930171251297,0.08243801444768906,-0.0007515624165534973,0.13397689908742905,0.001611262559890747,-0.0014611557126045227,0.022810041904449463,-0.02944483608007431,0.021399714052677155,0.08441463857889175,0.07778964936733246,0.06314940005540848,-0.15527668595314026,-0.31238575279712677,0.011552773416042328,-0.028459221124649048,0.043112657964229584,-0.479506254196167,-0.07203394174575806,0.009929053485393524,0.043901652097702026,0.12109118700027466,0.5064826011657715,0.04882226884365082,-0.010955356061458588,-0.053084008395671844
3564,-0.030277006328105927,-0.2606992796063423,0.0838763639330864,-0.05223899334669113,-0.041306450963020325,-0.058446452021598816,-0.03483030945062637,-0.0020048022270202637,0.02347736805677414,0.07328560948371887,0.02046392858028412,0.06704682111740112,-0.0186614990234375,-0.08469822257757187,0.08967394381761551,-0.2815803363919258,0.007248863577842712,0.011569559574127197,0.034676723182201385,0.23880386352539062,0.18088436126708984,0.012745887041091919,0.06448805332183838,-0.11677595973014832,-0.10793018341064453,0.060371026396751404,-0.016318701207637787,-0.02795404940843582
2274,0.0679105669260025,0.1560184508562088,-0.04652354121208191,-0.04029088467359543,-0.019535429775714874,-0.03845231235027313,-0.009527698159217834,-0.0003305971622467041,-0.0072769224643707275,-0.02811770886182785,-0.023599877953529358,0.060564108192920685,-0.0862545594573021,-0.15146247297525406,-0.12713616341352463,-0.19876132905483246,-0.009328044950962067,0.0026042982935905457,-0.014579184353351593,-0.4797654151916504,0.03734910488128662,-0.05412275344133377,-0.05283088982105255,-0.1184908002614975,0.48624134063720703,0.07939869910478592,-0.00281398743391037,0.015434347093105316
5349,-0.027953967452049255,-0.2713916599750519,-0.0744713768362999,-0.036561377346515656,0.17668839544057846,0.12845581024885178,0.004491932690143585,0.0,-0.008008182048797607,-0.030122332274913788,0.020885422825813293,-0.025216281414031982,0.2278120517730713,0.16255825012922287,0.06704100966453552,0.10399701446294785,0.01170409470796585,-0.016655713319778442,-0.018314391374588013,-0.35290729999542236,0.06096377223730087,0.005275830626487732,0.03504170477390289,-0.19100701808929443,0.18624770641326904,0.2699938639998436,-0.010310269892215729,-0.10365819931030273
3299,-0.02751733362674713,0.14927060157060623,0.051636092364788055,-0.045265164226293564,0.3795667514204979,0.14238611981272697,-0.046271633356809616,-0.001032032072544098,-0.010587874799966812,0.07436833530664444,0.020335733890533447,-0.025284364819526672,0.16297104582190514,0.3545672111213207,0.1128009557723999,-0.3482990302145481,0.02662341296672821,0.00606580451130867,-0.026675380766391754,0.5581120848655701,0.031028643250465393,0.010866217315196991,0.05525066703557968,-0.18847162276506424,0.701329231262207,-0.12122103199362755,-0.008661322295665741,0.06480858102440834
3222,-0.029143400490283966,0.14514576643705368,0.03926181048154831,-0.04839745908975601,0.0952809751033783,-0.05822866037487984,-0.0012437626719474792,-0.0010319873690605164,-0.01637154072523117,-0.03045133501291275,0.019705086946487427,-0.03446803241968155,-0.3817374259233475,0.23843662440776825,0.06399208307266235,0.1295182853937149,0.013545297086238861,0.11109399795532227,0.020459137856960297,-0.24487757682800293,-0.09753753989934921,0.005994200706481934,0.03913290798664093,0.1314847283065319,0.4607226848602295,-0.34351612627506256,-0.006419908255338669,-0.08479046449065208
8941,-0.029687348753213882,0.15231087803840637,0.0351436585187912,-0.04494165629148483,-0.04788510501384735,-0.05335550755262375,-0.043893903493881226,0.0,-0.0059845298528671265,0.07538075000047684,0.019667960703372955,0.05925508216023445,-0.007942426949739456,0.21993369609117508,-0.20491481199860573,0.1384895257651806,0.01584131270647049,-0.05139279365539551,-0.022025950253009796,0.027313709259033203,0.010000094771385193,0.00602363795042038,0.0714329183101654,0.13137544691562653,0.001621246337890625,-0.12094113230705261,0.001143030822277069,-0.03433079645037651
4890,-0.03155485540628433,0.15067534893751144,-0.0832371935248375,-0.04424931854009628,-0.017346784472465515,0.13815593719482422,0.07361652702093124,-0.0006304159760475159,-0.008887074887752533,-0.03228968381881714,-0.021066516637802124,-0.045727409422397614,0.16274770349264145,0.2526383399963379,-0.15077797323465347,-0.3525230288505554,0.02292679250240326,-0.00647793710231781,-0.019808121025562286,0.05514073371887207,0.06526387482881546,-0.05217096954584122,0.04405507445335388,-0.18063336610794067,-0.11334919929504395,0.05578434467315674,-0.0008252039551734924,-0.09934568405151367
713,-0.0310865119099617,0.14443105459213257,0.021377071738243103,-0.05521053075790405,-0.025048241019248962,-0.045164212584495544,-0.030430585145950317,-0.001347087323665619,0.02374517172574997,-0.0270121768116951,0.025740139186382294,0.04655750095844269,-0.01634255051612854,-0.27469026297330856,0.06616745889186859,-0.18866640329360962,0.030933164060115814,-0.022890232503414154,0.02867477387189865,-0.22173547744750977,-0.028925538063049316,-0.07163044065237045,-0.07159417122602463,-0.09340786188840866,-0.049466609954833984,0.03497975319623947,-0.008189558982849121,0.043028824031353
