Genetics,Diet,Environment,Metabolism,Inflammation,Perfusion,Y,LabProxy,MonitorProxy
1.8584907462769078,-0.6982543390453938,0.3940514567630856,0.22614558530622786,-0.3717954880866514,0.8823626361823786,0.7088299255632172,-0.012790063547314379,1.777372929400019
0.0705198517671675,-0.38370492497267733,-2.1192573475600325,-0.4732429167502863,-1.8681102761027506,-0.32164263079598565,-1.9024206457195438,-1.3746306366575922,-1.2811846670992197
-0.14224077830601337,-0.47665201678678903,-0.6072874929816969,-0.8888657164284173,-0.06837087875770198,-0.36171450040744657,-1.0554519948977996,-0.7132315528145594,-0.38674482782365754
1.0486028202176496,-1.1453849419266848,-0.048330380867550836,0.506317132635655,-0.715681579134902,0.7492522058767022,0.34083508734324786,-0.011792429602638266,0.23759903182270026
0.27079997935476385,-2.1116734419024072,1.929495708659853,-0.1653002849787032,-0.3473316126516056,1.5340835481406365,0.7521390717956805,0.432807804016844,0.23662799230125647
0.48347522219383426,0.6930398632755852,-0.24189814253847572,0.5041793224292889,0.35524232926309807,-0.22062531027098964,0.7337970502945219,0.4834581109505256,-0.042750147339788214
-0.7003802781885787,-0.6193816098479007,-0.05715671045677118,-0.9344698477542149,-0.8622124950913435,-0.66502643914638,-1.441209099265698,-1.9002298967930602,-0.9810832991467964
0.7475810594304917,-0.027810081093108382,-1.7939543010896932,0.8214982353937814,-0.92992703044967,-0.322183730841342,-0.6411609468770606,-1.4917281311360715,-0.030757975903629498
-1.2240262326969247,0.25955272585831335,-0.8519591023782181,-0.8210781317813787,-0.5650052724143655,-2.2760560127889247,-2.407454371484824,-2.7771876351429188,-1.8174236154334251
-0.2076429786509105,1.2172813084204266,0.4371384716474253,1.1094918296030887,1.0219860891889314,0.13029393880913925,2.092060638488415,1.7255355834122803,1.1063840435876728
1.0476961401925826,0.6398940110414282,-0.03252654852500564,2.548046752371701,-0.18197222100057497,0.06467919687593982,1.9021611092070665,1.3742031724769337,2.0054177782890545
0.8463261533653431,0.5125154529239018,0.8100655335029866,1.0844092488011292,0.548869757650038,0.4972759692935675,2.2503609473513126,2.6443370287938226,1.000689681328873
1.5755946402337009,0.6688109166310942,-1.1280835802130684,1.232854483375398,0.592888052002609,0.16472794243651928,2.251564970193015,1.8141918518222981,1.8110338178795045
0.3460334185060577,1.1406150718652532,0.0025602874676522776,0.9211128276504101,1.0816816365372655,0.21690132553751212,1.8487612626568923,2.17088093624903,1.1131520530867864
-0.2496519439860701,-1.588933206379531,1.1418518978782544,-2.0519019286453624,0.18475154114553938,1.9410633300478919,-1.877651157213627,-1.370713679883028,-2.3118106078041984
-0.5647686105207762,-0.8642190845940775,-0.1979739722003544,-1.1279193281627613,-1.3721368609494797,0.37945342487505945,-2.5333534534789046,-3.1498921126649644,-1.5965438420413125
-1.3268880377699737,-2.81850220864644,-1.485949024881188,-2.676640669299891,-1.8070650643947128,-1.15897115671511,-5.577418083546675,-4.753937670452882,-5.046057384540956
0.37922150265264615,-1.4817661635456998,-1.5779119245735442,-0.8073106354746805,-1.4359440593081756,-0.30306475512049735,-1.8560235322987135,-1.2478702801533328,-1.2817409131713877
-0.9142459257644815,-0.23886469979649527,0.984423915740018,-0.3470090710358297,-0.954949477961377,0.5564622188857012,-0.5631037019058348,-1.4549884483400914,-0.8361886153117049
0.9883871056586421,0.35612866391820375,0.16482970662308316,-0.059352129023257705,0.3081893621075648,0.7701396840203696,0.09650250958407902,-0.8644678059003511,-0.24173624784599496
2.880813731701183,-0.4105136685688691,-0.6198433336281642,1.9402639716427812,-0.4630439214024837,0.9824388458070457,2.180545019404996,1.4529863541496457,2.0077433441340236
-0.8106479538050612,-0.684893790153695,0.8568521310129746,-2.5339632125795593,0.41439476281158694,0.33688583502695324,-1.3756612577609846,-1.4733259191101749,-1.4322011809301212
1.013905213542797,1.3212497144010549,0.29419298048900894,1.6056717014105106,0.6248956407384014,0.3673606989834961,2.1980145288478816,2.112410573551433,2.710631659472843
1.0286992570431162,-1.3787612211044278,0.31063509146375723,-0.06417708305796695,-0.6359256476056897,-0.47486846137295824,-0.739596664844891,-1.8602584108951499,-1.3825429464753698
-0.6516136244573074,-0.49670037819358026,-1.6951564154813057,-1.0907695666852781,-1.849414267100153,-2.27575120381474,-3.4439171313405255,-1.2727990660980464,-2.3142205353183933
0.23535663344082877,-0.2221786688930681,-0.2502304487454348,-0.7633991019883692,-0.9502056761490493,-0.13681288677708808,-1.9546835698263316,-1.9123948729495215,-0.8507898249443059
-1.3656731364733468,1.313108793374004,-0.7847706011020051,-0.8295804236259524,0.7279882297836211,-1.52941335325096,-1.5356608599514225,-1.4309932728246033,-0.7600492439993802
